          -122.5861469,47.1992118,0
          -122.5833145,47.1992701,0
          -122.5680367,47.1989202,0
          -122.5414911,47.1988997,0
          -122.5087277,47.1991534,0
          -122.5086418,47.1904634,0
          -122.4858967,47.190405,0
          -122.4835793,47.1901717,0
          -122.464501,47.1901513,0
          -122.4588361,47.1919594,0
          -122.3574082,47.1917466,0
          -122.356979,47.2225337,0
          -122.3365513,47.2113113,0
          -122.3176256,47.2063844,0
          -122.3068539,47.203323,0
          -122.3025623,47.2030314,0
          -122.2972408,47.2032647,0
          -122.2927347,47.2023317,0
          -122.2886149,47.2004656,0
          -122.2863833,47.1978996,0
          -122.2859541,47.1957417,0
          -122.2833792,47.1938754,0
          -122.2814909,47.1932338,0
          -122.2792593,47.1937004,0
          -122.2757403,47.1949835,0
          -122.2699896,47.19615,0
          -122.2643248,47.1977246,0
          -122.2587458,47.2001157,0
          -122.2567717,47.199999,0
          -122.2547976,47.2004073,0
          -122.2536818,47.2009904,0
          -122.256085,47.2025066,0
          -122.2500769,47.2044309,0
          -122.2479311,47.2065301,0
          -122.2467295,47.2088042,0
          -122.2471586,47.2244282,0
          -122.2552267,47.2439518,0
          -122.2598616,47.2581674,0
          
